,train_size,models,train_scores_fold1,train_scores_fold2,train_scores_fold3,train_scores_fold4,train_scores_fold5,test_scores_fold1,test_scores_fold2,test_scores_fold3,test_scores_fold4,test_scores_fold5,fit_times_fold1,fit_times_fold2,fit_times_fold3,fit_times_fold4,fit_times_fold5
10,27,stack_2,1.0,1.0,1.0,1.0,1.0,0.7857142857142857,0.8428571428571429,0.8285714285714286,0.8142857142857143,0.7681159420289855,7.643951654434204,7.269802570343018,7.3042426109313965,10.022759675979614,10.217069387435913
11,55,stack_2,1.0,1.0,1.0,1.0,1.0,0.8428571428571429,0.8714285714285714,0.9142857142857143,0.9285714285714286,0.855072463768116,9.054058313369751,8.98540735244751,8.95474910736084,13.055501222610474,12.169993877410889
12,83,stack_2,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.8857142857142857,0.9285714285714286,0.9142857142857143,0.9285714285714286,0.8840579710144928,9.88125205039978,9.949216365814209,9.668339490890503,12.30131459236145,12.13158392906189
13,111,stack_2,0.990990990990991,1.0,1.0,0.990990990990991,0.990990990990991,0.9,0.8857142857142857,0.9142857142857143,0.9571428571428572,0.9130434782608695,9.835609197616577,10.90986967086792,10.581462621688843,13.292006969451904,13.380757570266724
14,139,stack_2,0.9928057553956835,1.0,0.9928057553956835,1.0,0.9928057553956835,0.8714285714285714,0.9,0.9285714285714286,0.9714285714285714,0.9420289855072463,10.432410478591919,11.197620153427124,11.046913385391235,15.106998682022095,13.477737188339233
15,167,stack_2,1.0,1.0,0.9940119760479041,1.0,0.9940119760479041,0.9,0.9142857142857143,0.9285714285714286,0.9857142857142858,0.9420289855072463,11.280126810073853,11.905397891998291,16.73937439918518,16.373236894607544,15.664767742156982
16,195,stack_2,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.9142857142857143,0.9285714285714286,0.9714285714285714,0.9130434782608695,12.10617208480835,12.831650018692017,19.0201358795166,14.542700290679932,21.377854347229004
17,223,stack_2,1.0,1.0,0.9955156950672646,1.0,1.0,0.9571428571428572,0.9428571428571428,0.9428571428571428,1.0,0.9130434782608695,13.097268104553223,13.753985404968262,24.159754991531372,18.110352516174316,18.615817308425903
18,251,stack_2,1.0,1.0,1.0,1.0,1.0,0.9714285714285714,0.9571428571428572,0.9428571428571428,0.9714285714285714,0.9565217391304348,15.645197629928589,16.67136526107788,30.10054850578308,22.83269214630127,18.942604780197144
19,279,stack_2,1.0,1.0,1.0,1.0,1.0,0.9714285714285714,0.9571428571428572,0.9571428571428572,0.9857142857142858,0.9565217391304348,15.845060348510742,16.832122087478638,21.8613760471344,24.942893505096436,19.23466968536377
20,27,stack_3,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.8428571428571429,0.8285714285714286,0.8857142857142857,0.8571428571428571,0.8405797101449275,11.261077880859375,11.9441397190094,14.015448808670044,12.97764801979065,12.417541027069092
21,55,stack_3,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.8571428571428571,0.8714285714285714,0.9,0.9285714285714286,0.8985507246376812,14.538332462310791,19.00316596031189,17.768500328063965,19.628867149353027,19.091679096221924
22,83,stack_3,1.0,1.0,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.9,0.9428571428571428,0.9142857142857143,0.9571428571428572,0.8840579710144928,18.643923044204712,19.845871448516846,14.657632827758789,20.15484642982483,15.588493347167969
23,111,stack_3,0.990990990990991,1.0,1.0,1.0,1.0,0.9,0.8857142857142857,0.9142857142857143,0.9571428571428572,0.9130434782608695,18.28324842453003,22.593794584274292,18.11955499649048,22.743653535842896,21.716085195541382
24,139,stack_3,1.0,1.0,0.9928057553956835,0.9928057553956835,0.9928057553956835,0.8571428571428571,0.9142857142857143,0.9285714285714286,0.9857142857142858,0.9565217391304348,25.454313278198242,24.874166250228882,24.292970895767212,24.46698498725891,24.411592483520508
25,167,stack_3,0.9880239520958084,1.0,0.9940119760479041,0.9940119760479041,0.9940119760479041,0.8714285714285714,0.9142857142857143,0.9142857142857143,0.9857142857142858,0.927536231884058,30.714389324188232,22.960140705108643,21.114402055740356,21.33325505256653,25.620023727416992
26,195,stack_3,0.9897435897435898,1.0,1.0,0.9948717948717949,0.9948717948717949,0.8714285714285714,0.9285714285714286,0.9714285714285714,0.9714285714285714,0.927536231884058,27.667104244232178,27.77641487121582,28.822134971618652,24.31642985343933,31.188029766082764
27,223,stack_3,0.9910313901345291,1.0,0.9955156950672646,0.9955156950672646,0.9955156950672646,0.9285714285714286,0.9714285714285714,0.9428571428571428,1.0,0.9420289855072463,28.679209232330322,28.80808401107788,30.276548624038696,29.748093843460083,28.984906673431396
28,251,stack_3,0.9920318725099602,1.0,0.9960159362549801,1.0,0.9960159362549801,0.9285714285714286,0.9714285714285714,0.9571428571428572,0.9714285714285714,0.9420289855072463,29.77024006843567,35.646400690078735,33.11767911911011,38.04388070106506,32.564043045043945
29,279,stack_3,0.992831541218638,0.992831541218638,0.992831541218638,0.996415770609319,0.996415770609319,0.9428571428571428,0.9571428571428572,0.9571428571428572,0.9714285714285714,0.9710144927536232,33.565969705581665,35.74909210205078,37.1755428314209,38.38224530220032,38.669052600860596
