LG,QM,EIY,GLQ,HLL,HML,IKW,KER,KHK,KNV,TNQ,VNK,AEM,ALG,AMN,CTG,DAQ,DAYM780201.lag26,DCQ,DFG,DLK,DVK,DVW,EEM,EM,EY,EYA,EYL,FDE,GGL,GLT,GVL,HRD,IFP,IFT,IIT,ILM,IPI,IVL,IYD,KN,KQS,KTP,LKN,LKP,LME,LNT,MEY,MLT,MM,MMS,MN,MNG,MPN,MRI,MVI,NK,PAG,Pc1.M,Pc2.Hydrophilicity.24,PCH,PFC,PIY,PKF,PSQ,QGF,QI,QII,QLM,QQM,RDL,RGP,RYD,SCK,SFE,SNC,SQR,TMR,VGF,VGG,VHC,VLT,VPQ,WYW,YKI
0,0,0,0,0,0,0,0,0,0.004366812,0,0,0.004366812,0,0.004366812,0,0,-0.052880052,0,0,0,0,0,0,0.004347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004347826,0,0,0.004366812,0,0,0,0,0,0,0,0.004347826,0,0,0,0,0,0,4.987064129,0.004553884,0,0,0,0,0,0.004366812,0.004347826,0,0,0,0,0,0,0,0,0,0.004366812,0,0,0,0,0,0,0,0
0.013921114,0.002320186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043129038,0,0,0,0,0,0,0.002320186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002320186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.691728517,0.002421448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003957784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081314541,0,0,0.002642008,0,0,0,0,0,0,0,0,0.001321004,0.001321004,0,0,0,0,0,0,0,0.001321004,0,0.002638522,0,0,0,0,0,0,0,0,0,0,0.001319261,0,0,0,0,0.003957784,0,8.04646421,0.010339258,0,0,0,0,0,0,0.002638522,0,0,0,0.001321004,0.001321004,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008253095,0.001375516,0,0,0,0,0,0,0,0,0,0,0,0.004132231,0,0,0,-0.018530671,0,0,0,0,0,0.00137741,0.002751032,0.005502063,0,0.00137741,0,0,0.00137741,0,0.00137741,0,0,0,0,0,0,0,0.001375516,0,0,0,0.00137741,0.00137741,0,0,0,0,0,0.001375516,0,0,0,0,0.001375516,0,7.084533894,0.003487034,0,0,0,0,0,0,0.001375516,0,0,0,0,0.00137741,0,0,0,0,0.00137741,0,0,0,0,0,0,0.00137741,0
0.008403361,0,0,0,0,0,0,0,0,0,0,0,0.004219409,0,0,0,0,0.105103671,0,0,0,0,0,0,0.008403361,0.004201681,0,0.004219409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.979019789,-0.002393239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004219409,0,0,0,0,0,0,0,0
0.007674597,7.6746e-4,7.68049e-4,0,0.001536098,0,0,7.68049e-4,0,0,0,0,0,0.001536098,7.68049e-4,0,0,-5.09e-5,0,0,7.68049e-4,0,0,7.68049e-4,0.001534919,0.006139678,7.68049e-4,7.68049e-4,0,0,0,7.68049e-4,0,0,0,0,7.68049e-4,0,7.68049e-4,0,0.003069839,0,0.001536098,7.68049e-4,0.001536098,0,0,0,0,0,0,0.002302379,0,0,7.68049e-4,0,0.001534919,0.001536098,37.43493728,0.002273555,0,0,0,0,0,0,0.003837299,0,0,0,7.68049e-4,0,0,0,0,0,0,7.68049e-4,0,0,0,7.68049e-4,0,0,0
0.015772871,0.001577287,0,0,0.001579779,0,0,0,0,0,0,0,0,0.001579779,0,0,0,0.034051909,0,0,0,0,0,0,0,0.001577287,0,0,0,0.001579779,0.001579779,0.001579779,0,0,0,0,0,0.001579779,0,0,0.001577287,0,0,0,0.001579779,0,0,0,0,0,0,0,0,0,0,0.001579779,0.001577287,0,14.74777306,0.004570085,0,0,0,0,0,0,0.001577287,0,0,0,0,0,0,0,0,0,0,0,0.001579779,0.001579779,0,0,0,0,0
0.009677419,8.06452e-4,0,8.07103e-4,0,0,0,0,0,8.07103e-4,0,0,0,0.004035513,0,0,0,0.040463103,0,0,0,0,0,0,8.06452e-4,0.002419355,0,0,0,0.001614205,8.07103e-4,8.07103e-4,0,0,0,0,0,0,0,8.07103e-4,0.002419355,0,0,8.07103e-4,0,0,0,0,0,0,0,0,0,0,0,0,8.06452e-4,8.07103e-4,11.68437569,0.003227535,0,0,0,0,0,0,0,0,0,0,0,8.07103e-4,0,0,0,0,0,0,0,0.001614205,0,0,0,0,0
0.016728625,0,0,0,0,0,0,0,0,0,0,0,0,0.001862197,0,0,0,0.033390104,0,0.001862197,0,0,0,0,0,0,0,0,0,0.001862197,0,0,0,0,0.001862197,0,0,0,0,0,0.001858736,0,0,0,0,0,0,0,0,0.003717472,0,0,0,0,0,0,0,0,17.50756789,0.00254272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009174312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030082983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.888387373,-0.001783932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017142857,0,0,0.005747126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039224296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.027004475,-4.87854e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005747126,0,0.005747126,0,0,0
0,0.00591716,0,0,0,0,0,0,0,0,0.002967359,0,0,0,0,0,0,0.105573621,0,0,0,0.002967359,0,0,0.00295858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002967359,0,0,0,0,0,0,0,0,0,0.00295858,0,0,0,0,0,0,0,0,12.09712773,-0.002106598,0,0,0,0,0,0,0.00591716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00619195,0.003095975,0,0,0,0,0,0,0,0,0,0,0,0.001033058,0,0,0,0.035621063,0,0,0,0.001033058,0,0,0.001031992,0.002063983,0,0.001033058,0,0.001033058,0,0,0,0,0,0,0,0,0,0,0.001031992,0,0,0,0,0,0,0,0,0.001031992,0,0,0,0,0,0,0,0.001033058,16.30162882,0.001716383,0,0,0,0,0,0.001033058,0.002063983,0,0,0,0.001033058,0,0,0,0,0,0,0,0,0.001033058,0,0,0,0,0
0.008064516,0,0,0,0,0,0,0,0,0,0,0,0,0.001615509,0,0,0,-0.01134139,0,0,0.001615509,0,0,0,0.003225806,0,0,0,0,0,0,0,0,0,0,0.001615509,0,0,0,0,0.001612903,0.001615509,0,0,0,0,0,0,0,0.001612903,0,0,0,0,0,0,0.00483871,0,14.18922376,0.002786339,0,0,0,0,0,0,0.003225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009230769,0,0,0.00308642,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020433172,0,0,0,0,0,0,0,0.006153846,0,0,0,0.00308642,0.00308642,0.00308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.041307575,-1.94548e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00462963,0.00154321,0,0.001545595,0.001545595,0,0,0,0,0,0,0.001545595,0,0.001545595,0,0,0,0.050618474,0,0,0,0,0,0,0.00154321,0.00462963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154321,0,0,0,0,0,0.001545595,0,0,0,0,0.00154321,0,0,0,0,0.00308642,0,15.60888151,-0.002370525,0,0,0,0,0,0,0.00154321,0,0,0,0,0,0,0,0,0,0,0,0.001545595,0.001545595,0,0.001545595,0,0,0
0.003194888,0,0,0,0,0,0,0,0.003205128,0,0,0,0.003205128,0,0,0,0,-0.015940915,0,0,0,0.003205128,0,0,0.009584665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003194888,0.003205128,0,0,0,0,0,8.326820212,0.004824465,0,0,0,0.003205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015217391,0.002173913,0,0.004357298,0.004357298,0,0,0,0,0,0,0,0.002178649,0,0,0,0,0.018013794,0,0,0.002178649,0,0,0,0.004347826,0.006521739,0.002178649,0,0.002178649,0.004357298,0,0.002178649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002173913,0.002178649,9.14710991,-0.001581151,0,0,0,0,0,0,0.002173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009043928,0,0,0,0,0,0,0.001293661,0,0,0,0,0,0.001293661,0,0,0,0.018160238,0,0,0,0,0,0,0.00129199,0,0,0,0.001293661,0,0,0.001293661,0,0,0,0,0,0,0,0,0.00129199,0,0,0,0,0.001293661,0,0,0,0,0,0,0,0,0,0,0.005167959,0,19.90922237,0.001998091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002587322,0,0.001293661,0,0,0
0.010268112,0,0,0,0,0,0,0,0,0,0,0,5.70776e-4,5.70776e-4,0,0,0,-0.007181734,0,0,0,0,0,0,5.70451e-4,0,0,0,0,0.001141553,0,5.70776e-4,5.70776e-4,0,0,0,0,0,5.70776e-4,0,0,0,0,0,0.001141553,0,0,0,0,0,0,5.70451e-4,5.70776e-4,0,0,0,0,0.003995434,14.18563529,7.26387e-4,0,0,0,0,5.70776e-4,5.70776e-4,0,0,0,0,0,0.001712329,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00390117,0.00520156,0,0,0,0,0,0.001302083,0,0.001302083,0,0,0,0,0,0,0,-0.032155304,0,0,0,0,0,0,0,0.00130039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130039,0,0,0,0,0,0,0.001302083,0.002604167,0,0,0.00130039,0,0.001302083,0,0,0,0,26.43956053,9.34704e-4,0,0,0,0,0,0,0.00520156,0,0,0.001302083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001302083
0.014227642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268514,0,0.00203666,0,0,0,0,0,0,0,0,0,0,0,0.00203666,0,0,0,0,0,0,0.00407332,0,0.00203252,0,0,0,0,0,0,0,0,0,0,0.00203252,0,0,0,0,0.00203252,0,4.588386794,0.00111819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203666,0,0,0,0,0,0,0,0
0.011099899,0.004036327,0,0.001010101,0.001010101,0,0,0.001010101,0,0,0,0,0,0.001010101,0,0,0,0.049563488,0,0,0,0,0,0,0.001009082,0.002018163,0,0,0,0.001010101,0.001010101,0.001010101,0,0,0,0,0,0,0,0,0.001009082,0,0,0.001010101,0,0.001010101,0,0,0,0.002018163,0,0,0,0,0,0,0,0,22.40905275,0.003258901,0,0,0,0,0,0,0.002018163,0,0.001010101,0.001010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005813953,0,0,0,0,0,0,0,0,0,0,0,0,0.001941748,0,0,0,-0.005494632,0,0,0,0.001941748,0,0,0,0.003875969,0,0,0,0,0.001941748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.243183149,0.003953457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003883495,0,0,0,0,0
0.005405405,0,0,0,0,0,0,0,0,0,0,0.001805054,0,0.001805054,0,0,0,0.00610218,0,0.001805054,0.001805054,0,0,0.001805054,0.001801802,0.007207207,0.001805054,0.003610108,0.001805054,0,0,0,0.001805054,0,0,0,0,0,0,0,0.003603604,0,0,0,0.001805054,0,0,0,0,0,0,0,0,0,0,0,0.003603604,0,9.821888589,0.005923228,0,0,0,0,0,0,0.001801802,0,0,0,0.003610108,0,0,0,0.001805054,0,0,0,0,0,0,0,0,0,0
0.006279435,0.001569859,0,0,5.2356e-4,5.2356e-4,5.2356e-4,0.00104712,0,0,0,0,5.2356e-4,0,0,0,0,-0.010471222,0,5.2356e-4,5.2356e-4,0,0,5.2356e-4,0.002616431,0.001046572,0,0.00104712,5.2356e-4,5.2356e-4,0,0,0,0,0,0,0,0,0,5.2356e-4,0.00418629,5.2356e-4,5.2356e-4,0.00104712,0,0,5.2356e-4,0,5.2356e-4,0.002093145,0,0.001046572,0,5.2356e-4,0,0,0.003139717,0,43.24094298,0.007091514,0,0,0,5.2356e-4,0,0,5.23286e-4,0,0,0,0.00104712,0,0,0,5.2356e-4,0,0,0,0,0.00104712,0,5.2356e-4,0,0,0
0.003968254,0.001984127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0039970200000000004,0,0.001988072,0,0,0,0,0,0,0,0,0,0.001988072,0,0,0,0,0,0,0,0,0,0,0.001984127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001984127,0,5.855801739,0.002276589,0,0,0,0,0,0,0.001984127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001988072,0,0,0
0.009669621,8.05802e-4,0,0,0,0,0,0,0,0,0,0,0,8.06452e-4,0,8.06452e-4,0,0.03660009,0,0,0,8.06452e-4,0,0,0.002417405,0.004029009,0,0,0,8.06452e-4,8.06452e-4,0,0,0,0,0,0,0,0,0,0.001611604,0,8.06452e-4,0,8.06452e-4,0,0,0,0,0.002417405,8.06452e-4,0.001611604,0,0,0,0,0.001611604,0,29.87642126,0.002215597,0,0,0,0,0.002419355,0,8.05802e-4,8.06452e-4,8.06452e-4,0,0,0,0,0,8.06452e-4,8.06452e-4,0,0,0,0.002419355,0,0,0,0,0
0.004975124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143382887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818648391,0.008396744,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014925373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037765933,0,0,0,0,0,0,0,0.002487562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004975124,0,0,0,0,0,0,0.002487562,0,6.914285055,-0.001150768,0,0,0,0,0.002493766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.069472218,0,0,0,0,0,0,0.003289474,0.003289474,0,0,0,0.00330033,0,0,0,0,0,0,0,0,0,0,0.009868421,0,0,0,0,0,0,0,0,0,0,0.003289474,0,0,0,0,0.003289474,0,3.950677449,-8.05489e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00330033,0,0,0,0,0,0
0.010638298,0,0,0,0.002666667,0,0,0,0,0,0,0,0,0,0,0,0,0.022943013,0,0,0,0.002666667,0,0,0,0,0,0,0,0,0.002666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002666667,3.946464976,0.003075406,0,0,0,0,0.002666667,0,0.005319149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00462963,0,0,0,0,0,0,0,0,0,0,0.001545595,0.001545595,0.001545595,0,0,0.001545595,0.024550578,0,0,0,0,0,0,0.00308642,0.00308642,0,0,0.001545595,0,0.001545595,0,0,0,0,0,0,0,0,0,0.00617284,0,0,0,0,0.001545595,0,0,0,0,0,0,0,0,0,0,0.00462963,0,20.49172931,0.001025541,0,0,0,0,0,0,0.00154321,0,0.001545595,0,0.001545595,0,0,0,0,0,0,0,0,0,0.001545595,0.00309119,0,0,0
0.003676471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027646712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001841621,0.001841621,0,0,0,0,0,0,0,0.003676471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001838235,0.001841621,4.787042281,0.001712955,0,0,0,0,0,0,0,0,0,0,0,0.001841621,0,0,0,0,0,0,0,0.001841621,0,0,0,0,0
0.012195122,0,0,0,0,0,0,0.001356852,0,0,0,0,0,0.005427408,0,0,0,0.051943511,0,0,0,0,0,0,0,0.001355014,0.001356852,0,0,0.001356852,0,0,0,0,0,0,0,0,0,0,0.001355014,0,0,0,0.001356852,0,0,0,0,0,0,0,0,0,0,0,0,0,2.578411624,0.001131843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001356852,0,0,0
0.01025641,0.002564103,0,0.001283697,0,0,0,0,0,0,0,0.001283697,0.001283697,0.002567394,0,0.001283697,0,0.049044398,0,0,0,0,0,0,0.002564103,0,0,0,0,0.001283697,0,0.001283697,0,0,0,0,0,0,0,0,0.001282051,0,0,0,0,0.001283697,0.001283697,0,0,0.002564103,0,0,0,0,0,0,0.005128205,0,29.78697105,0.001171156,0,0,0,0,0.002567394,0.001283697,0.002564103,0,0,0,0,0,0,0,0,0,0.001283697,0,0,0.001283697,0,0,0,0,0
0.00804829,0.002012072,0,0,0,0,0,0,0,0,0,0,0,0.003021148,0,0,0,0.012505291,0,0,0,0,0,0.001007049,0.003018109,0.001006036,0,0,0,0.002014099,0,0.002014099,0,0,0,0.001007049,0,0.001007049,0,0,0.003018109,0,0,0,0,0,0,0,0,0.001006036,0,0.005030181,0,0,0,0,0.002012072,0,23.14953495,5.16711e-4,0,0,0,0,0,0,0.002012072,0,0,0,0,0,0,0,0,0,0.001007049,0,0.001007049,0,0,0.001007049,0,0,0
0,0,0,0,0,0,0,0,0,0.00462963,0,0,0,0,0,0,0,0.01782711,0,0,0,0,0,0,0.004608295,0.004608295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004608295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32318052,-0.004435307,0,0,0,0,0,0,0,0,0,0,0.00462963,0,0,0,0,0,0,0,0.00462963,0,0,0,0,0,0
0.003311258,0.003311258,0,0,0,0,0,0,0,0,0,0,0.003322259,0,0,0,0,-0.010792991,0,0.003322259,0.003322259,0,0,0,0.009933775,0,0,0,0,0.003322259,0,0,0.003322259,0,0,0,0,0,0,0,0,0,0,0,0.003322259,0,0,0,0.003322259,0,0,0,0,0,0,0,0,0,7.818924899,0.002265362,0,0,0,0,0,0,0,0,0,0,0.003322259,0.003322259,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005657709,0.001414427,0,0.001416431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027452141,0,0,0,0,0,0,0.004243281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001414427,0,0,0.001416431,0,0,0,0,0.001416431,0,0,0.001414427,0,0,0,0,0.001414427,0.002832861,9.840591313,6.0899e-4,0,0,0,0,0.001416431,0,0.004243281,0.001416431,0,0,0,0,0,0.001416431,0,0,0,0,0.001416431,0,0,0,0,0,0
0.004716981,0.004716981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071077363,0,0,0,0,0,0,0.004716981,0.004716981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004716981,0,0,0,0,0,0,0.004716981,0,10.30299531,-1.03e-5,0,0,0,0,0,0,0.004716981,0,0,0,0,0,0.004739336,0,0,0,0,0,0,0,0,0,0,0,0
0.017766497,0,0,0.002544529,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005294487,0,0,0,0,0,0,0.002538071,0,0,0,0,0.005089059,0,0,0,0,0,0,0,0,0,0,0.002538071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002538071,0.002544529,5.829113523,0.006451554,0,0,0,0,0,0.002544529,0,0,0,0,0.002544529,0,0,0,0,0,0,0,0,0.002544529,0,0,0,0,0
0.003741815,0.002806361,0,0,0,0,9.3633e-4,0,0,0,0,0,0,0.001872659,0,0,0,0.039632561,0,9.3633e-4,0,0,0,9.3633e-4,0.002806361,0.002806361,9.3633e-4,0,9.3633e-4,0,0,9.3633e-4,0,9.3633e-4,0,0,0,0,9.3633e-4,0,0.001870907,9.3633e-4,0,0,0,0,9.3633e-4,0,0.001872659,0,0,0.001870907,0,0,0,0,0.005612722,0,30.24576752,0.002048235,0,0,0,0,0,0,0.002806361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001104972,0,0,0,0,0,0,0.001106195,0,0,0,0,0,0,0,0,0,0.031272048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002212389,0,0,0,0,0.002209945,0,0,0,0.001106195,0,0,0,0.001106195,0,0,0.001104972,0,0,0,0,0,0,15.50301426,0.001527012,0,0,0,0,0,0,0.003314917,0,0,0,0,0.001106195,0,0,0,0.001106195,0,0,0,0,0,0.001106195,0,0,0
0.00733945,0.001834862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004892223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001838235,0,0,0,0,0,0,0,0,0,0,0.001838235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003669725,0.001838235,3.957105106,-0.001287776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001838235,0,0,0,0,0
0.009090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03313993,0,0,0,0,0,0,0,0.001818182,0,0,0,0,0,0,0,0.001821494,0,0,0,0,0,0,0,0,0,0,0,0.001821494,0,0.001821494,0,0,0,0,0,0,0,0,0,0,8.964235735,0.004571457,0,0,0,0,0,0,0.003636364,0,0,0,0.001821494,0,0,0,0,0,0.001821494,0,0,0,0,0,0,0,0
0.004219409,0,0,0,0.001689189,0,0,0,0,0,0,8.44595e-4,0,8.44595e-4,0,8.44595e-4,0,0.037631078,0,8.44595e-4,8.44595e-4,0.001689189,0,0,0.001687764,0.001687764,0,0,0,8.44595e-4,8.44595e-4,0,8.44595e-4,8.44595e-4,0,8.44595e-4,0,0,0.001689189,0,0.005907173,0,0,0.001689189,0,0,8.44595e-4,0,0,0,0,8.43882e-4,0,0,0,0,0.003375527,8.44595e-4,14.69427763,0.004999164,0,0,0,0,0,0,8.43882e-4,0,0,0,0,0,0,0,0,8.44595e-4,0,0,0,0,0,0,0,0,0
0.0041841,0.0041841,0,0,0,0,0,0.002096436,0,0,0,0,0,0,0,0,0,-0.053715925,0,0,0,0,0,0.002096436,0.006276151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209205,0,0,0,0,0,0.002096436,0,0,0,0,0.00209205,0,0,0,0,0.0041841,0,14.05122818,0.006618343,0,0,0.002096436,0,0,0,0.008368201,0,0.002096436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009248555,5.78035e-4,0,0,5.78369e-4,0,0,0,0,0,0,0,0,0.001156738,0,0,5.78369e-4,-0.019785954,0,0,0,0,0,0,5.78035e-4,5.78035e-4,0,0,0,0.001156738,0.001735107,5.78369e-4,5.78369e-4,0,0,0,0,0,0,0,5.78035e-4,5.78369e-4,0,5.78369e-4,5.78369e-4,0,0,0,0,0,0,5.78035e-4,0,0,0,0,5.78035e-4,5.78369e-4,12.97113761,0.002417921,0,0,0,0,0,0,0,0,0,0,5.78369e-4,0.001156738,0,0,0,0,0,0,0,5.78369e-4,5.78369e-4,0,0,0,0
0.012468828,0.002493766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.067772208,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002493766,0,0.002493766,0,0,0,0,0,0,12.52938014,0.003905669,0,0,0,0,0,0,0.002493766,0,0,0,0,0,0,0,0.0025,0,0.0025,0,0,0,0,0,0,0,0
0.009983361,0,0,0,0,8.32639e-4,0,0,0,0,0,8.32639e-4,0,0.002497918,0,0,0,-0.007792359,0,0,8.32639e-4,0,8.32639e-4,0,8.31947e-4,8.31947e-4,0,0,8.32639e-4,0.002497918,0,0,0,0,0,0,0,0,0,0,8.31947e-4,0,0,0,0,0,0,0,8.32639e-4,0.001663894,0,0,0,0,0,0,0.001663894,8.32639e-4,28.23927838,0.00135873,0,0,0,0,8.32639e-4,0,0.001663894,0,0,0,0,0,0,0,0,0,0,0,8.32639e-4,0,0,8.32639e-4,8.32639e-4,0,0
0.00140056,0.00140056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006721449,0,0,0,0,0,0,0.00140056,0.004201681,0,0,0,0,0.001402525,0,0,0,0,0,0,0,0,0,0.00140056,0,0,0,0,0,0,0,0,0,0,0.00140056,0,0,0,0,0.00280112,0.001402525,11.8114501,0.003727493,0,0,0,0,0,0,0.00280112,0,0,0,0,0,0,0,0.001402525,0,0,0,0,0,0,0,0,0,0
0.022321429,0,0,0,0.004484305,0,0,0,0,0,0,0,0,0.004484305,0,0,0,-0.02257305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.082469632,5.3248e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005370569,0.001611171,0,0,5.37346e-4,0,0,5.37346e-4,0,0,5.37346e-4,0.001074691,0,0,0,0,5.37346e-4,0.090330172,0,0,0,0,0,0,0.002148228,0.002148228,5.37346e-4,0,0,0,5.37346e-4,5.37346e-4,0,0,0,0,0,0,0,0,0.004296455,0.001074691,5.37346e-4,5.37346e-4,0,5.37346e-4,5.37346e-4,0,0,0,0,0.001074114,0,0,0,0,0.005370569,0,25.96094264,0.003157376,0,0,0,0,0.001612037,0,0.002148228,5.37346e-4,5.37346e-4,0,0,5.37346e-4,0,0,0,5.37346e-4,0,0,0,0,0,5.37346e-4,5.37346e-4,0,0
0.010067114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095505588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.939093139,0.001973411,0,0,0,0,0,0,0,0,0,0,0,0.003367003,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010135135,0,0,0,0,0,0,0,0,0,0,0.003389831,0,0,0,0,0,-0.026111166,0,0,0,0.003389831,0,0,0,0.003378378,0.003389831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003378378,0,0,0,0.003389831,0.003389831,0,0,0,0,0,0,0,0,0,0,0.003378378,0,2.98198123,-0.001843706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003389831,0,0
0.003976143,0.005964215,0.001992032,0,0,0,0,0.001992032,0,0,0,0,0,0,0.001992032,0,0,0.118032774,0,0,0,0,0,0,0.003976143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001988072,0,0,0,0,0,0,0,0,0.001988072,0,0.009940358,0,0,0,0,0.001988072,0.003984064,20.07382628,-7.81786e-4,0,0,0,0,0.003984064,0,0.001988072,0,0,0.001992032,0,0,0,0,0.001992032,0,0,0,0,0,0,0,0.001992032,0,0
