,train_size,models,train_scores_fold1,train_scores_fold2,train_scores_fold3,train_scores_fold4,train_scores_fold5,train_scores_fold6,train_scores_fold7,train_scores_fold8,train_scores_fold9,train_scores_fold10,test_scores_fold1,test_scores_fold2,test_scores_fold3,test_scores_fold4,test_scores_fold5,test_scores_fold6,test_scores_fold7,test_scores_fold8,test_scores_fold9,test_scores_fold10,fit_times_fold1,fit_times_fold2,fit_times_fold3,fit_times_fold4,fit_times_fold5,fit_times_fold6,fit_times_fold7,fit_times_fold8,fit_times_fold9,fit_times_fold10
20,31,STACK3,1.0,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.8571428571428571,0.8571428571428571,0.8857142857142857,0.7714285714285715,0.9428571428571428,0.9142857142857143,0.8857142857142857,0.8,0.8285714285714286,0.8823529411764706,11.341927528381348,9.652305364608765,9.726572751998901,9.779654502868652,9.661740779876709,9.779194831848145,9.644134044647217,9.841994047164917,9.753555297851562,9.992837190628052
21,62,STACK3,0.9838709677419355,0.9838709677419355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8857142857142857,0.8571428571428571,0.9142857142857143,0.8857142857142857,0.9428571428571428,0.8571428571428571,0.8857142857142857,0.9428571428571428,0.9428571428571428,0.8235294117647058,12.461796283721924,10.72605037689209,12.217967510223389,12.24443769454956,12.630341529846191,12.740318059921265,12.248475551605225,12.140618562698364,12.105648040771484,12.180514335632324
22,94,STACK3,0.9787234042553191,0.9787234042553191,1.0,0.9787234042553191,0.9787234042553191,0.9787234042553191,0.9787234042553191,0.9787234042553191,0.9787234042553191,0.9787234042553191,0.8285714285714286,0.8857142857142857,0.9714285714285714,0.8285714285714286,0.9428571428571428,0.8857142857142857,0.9142857142857143,0.9428571428571428,0.8857142857142857,0.9117647058823529,13.664280652999878,12.347705841064453,14.569757461547852,13.595055341720581,13.310945272445679,13.523607730865479,13.669416189193726,13.409006595611572,13.36343002319336,13.359680891036987
23,125,STACK3,0.992,1.0,1.0,0.984,0.976,0.976,0.976,0.976,0.976,0.976,0.8285714285714286,1.0,0.9428571428571428,0.8285714285714286,0.9142857142857143,0.8571428571428571,0.9714285714285714,0.9428571428571428,0.9714285714285714,0.9117647058823529,14.263269186019897,13.603566646575928,15.592016220092773,14.223515748977661,14.830328464508057,14.858818531036377,14.966466188430786,14.768500089645386,14.798028945922852,14.803040742874146
24,157,STACK3,0.9936305732484076,0.9936305732484076,1.0,0.9872611464968153,0.9936305732484076,0.9936305732484076,0.9936305732484076,0.9936305732484076,0.9936305732484076,0.9936305732484076,0.8857142857142857,0.9428571428571428,0.9428571428571428,0.8285714285714286,0.9142857142857143,0.8857142857142857,1.0,0.9714285714285714,0.9428571428571428,0.8823529411764706,15.58326268196106,14.806169748306274,17.04775309562683,15.953301906585693,16.127527713775635,15.897795677185059,16.50517225265503,18.846969604492188,17.350772619247437,16.052944660186768
25,188,STACK3,0.9946808510638298,0.9946808510638298,1.0,0.9893617021276596,0.9946808510638298,0.9946808510638298,0.9946808510638298,0.9946808510638298,0.9946808510638298,0.9946808510638298,0.8857142857142857,0.9142857142857143,0.9428571428571428,0.8285714285714286,0.9428571428571428,0.9714285714285714,1.0,0.9714285714285714,0.9428571428571428,0.9411764705882353,16.714900016784668,16.029213905334473,18.47964072227478,16.502567052841187,17.8447425365448,16.84518003463745,17.2593252658844,17.155093908309937,17.415397882461548,17.15018939971924
26,219,STACK3,1.0,0.9908675799086758,1.0,0.9908675799086758,0.9954337899543378,0.9954337899543378,0.9954337899543378,0.9954337899543378,0.9954337899543378,0.9954337899543378,0.9142857142857143,0.8857142857142857,0.9428571428571428,0.8571428571428571,0.9428571428571428,1.0,1.0,0.9714285714285714,0.9714285714285714,0.9117647058823529,18.557771921157837,17.66926908493042,19.94465970993042,17.988704919815063,19.88042640686035,18.666730642318726,18.62711787223816,18.56058669090271,18.22224235534668,18.06874418258667
27,251,STACK3,0.9920318725099602,0.9880478087649402,1.0,0.9920318725099602,0.9960159362549801,1.0,0.9960159362549801,0.9960159362549801,0.9960159362549801,0.9960159362549801,0.8857142857142857,0.9714285714285714,0.9428571428571428,0.8857142857142857,0.9142857142857143,0.9714285714285714,1.0,0.9428571428571428,0.9714285714285714,0.9117647058823529,24.45643162727356,22.574299573898315,25.66477346420288,23.497337579727173,23.951313734054565,23.697113513946533,24.294477939605713,23.98024821281433,22.67625141143799,22.787113904953003
28,282,STACK3,0.9893617021276596,0.9893617021276596,1.0,0.9893617021276596,0.9893617021276596,0.9964539007092199,0.9929078014184397,0.9964539007092199,0.9964539007092199,0.9964539007092199,0.8857142857142857,0.9714285714285714,0.9428571428571428,0.8857142857142857,0.9428571428571428,1.0,1.0,0.9428571428571428,1.0,0.9411764705882353,24.979204177856445,23.631303071975708,26.07955503463745,23.495195627212524,24.73558807373047,24.818472146987915,24.362386226654053,23.923455715179443,24.477421760559082,22.38822078704834
29,314,STACK3,0.9936305732484076,0.9904458598726115,1.0,0.9936305732484076,0.9968152866242038,0.9968152866242038,1.0,0.9968152866242038,0.9968152866242038,0.9968152866242038,0.9428571428571428,0.9714285714285714,0.9714285714285714,0.9142857142857143,0.9428571428571428,0.9428571428571428,1.0,0.9714285714285714,0.9428571428571428,0.9411764705882353,23.344595909118652,22.465423107147217,24.886708736419678,22.845845699310303,24.17391562461853,23.9995858669281,23.822112321853638,23.308415174484253,24.677294969558716,23.605366230010986
