,train_size,models,train_scores_fold_1,train_scores_fold_2,train_scores_fold_3,train_scores_fold_4,train_scores_fold_5,train_scores_fold_6,train_scores_fold_7,train_scores_fold_8,train_scores_fold_9,train_scores_fold_10,validation_scores_fold_1,validation_scores_fold_2,validation_scores_fold_3,validation_scores_fold_4,validation_scores_fold_5,validation_scores_fold_6,validation_scores_fold_7,validation_scores_fold_8,validation_scores_fold_9,validation_scores_fold_10,fit_times_fold_1,fit_times_fold_2,fit_times_fold_3,fit_times_fold_4,fit_times_fold_5,fit_times_fold_6,fit_times_fold_7,fit_times_fold_8,fit_times_fold_9,fit_times_fold_10
10,31,svmrbf,0.9354838709677419,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.7714285714285715,0.8285714285714286,0.8857142857142857,0.7714285714285715,0.8571428571428571,0.9142857142857143,0.7714285714285715,0.7714285714285715,0.8285714285714286,0.7941176470588235,0.014713525772094727,0.012015104293823242,0.011826038360595703,0.011942148208618164,0.012032508850097656,0.01216435432434082,0.011957883834838867,0.011955022811889648,0.012045860290527344,0.012061595916748047
11,62,svmrbf,0.967741935483871,0.967741935483871,0.9516129032258065,0.9516129032258065,0.9516129032258065,0.9516129032258065,0.9516129032258065,0.9516129032258065,0.9516129032258065,0.9516129032258065,0.8857142857142857,0.8571428571428571,1.0,0.7714285714285715,0.8571428571428571,0.8571428571428571,0.8285714285714286,0.8857142857142857,0.8857142857142857,0.7647058823529411,0.020910978317260742,0.017679214477539062,0.017768144607543945,0.017728090286254883,0.01760721206665039,0.01767754554748535,0.017984867095947266,0.017685413360595703,0.01789093017578125,0.01781749725341797
12,94,svmrbf,0.9574468085106383,0.9680851063829787,0.9574468085106383,0.9680851063829787,0.9680851063829787,0.9680851063829787,0.9680851063829787,0.9680851063829787,0.9680851063829787,0.9680851063829787,0.8857142857142857,0.9142857142857143,0.9428571428571428,0.7714285714285715,0.9142857142857143,0.8857142857142857,0.9142857142857143,0.8857142857142857,0.8857142857142857,0.8529411764705882,0.031239986419677734,0.027352094650268555,0.026790380477905273,0.02701544761657715,0.02724623680114746,0.027329206466674805,0.02712225914001465,0.02722787857055664,0.02731633186340332,0.027082204818725586
13,125,svmrbf,0.96,0.968,0.968,0.976,0.968,0.968,0.968,0.968,0.968,0.968,0.9142857142857143,0.9142857142857143,1.0,0.8285714285714286,0.8571428571428571,0.8857142857142857,0.9142857142857143,0.8857142857142857,0.9142857142857143,0.9117647058823529,0.03934788703918457,0.039948225021362305,0.03948545455932617,0.03955888748168945,0.039255619049072266,0.03962111473083496,0.03966212272644043,0.03953671455383301,0.03946638107299805,0.03983473777770996
14,157,svmrbf,0.9617834394904459,0.9681528662420382,0.9554140127388535,0.9745222929936306,0.9681528662420382,0.9681528662420382,0.9681528662420382,0.9681528662420382,0.9681528662420382,0.9681528662420382,0.9142857142857143,0.9142857142857143,1.0,0.8285714285714286,0.8285714285714286,0.9428571428571428,0.9714285714285714,0.9428571428571428,0.9428571428571428,0.9117647058823529,0.05712080001831055,0.05599021911621094,0.05575418472290039,0.05614495277404785,0.05586957931518555,0.05575084686279297,0.05627560615539551,0.05571484565734863,0.05614948272705078,0.056205034255981445
15,188,svmrbf,0.973404255319149,0.9680851063829787,0.973404255319149,0.973404255319149,0.9787234042553191,0.9680851063829787,0.9627659574468085,0.9627659574468085,0.9627659574468085,0.9627659574468085,0.8857142857142857,0.8857142857142857,0.9714285714285714,0.8285714285714286,0.8571428571428571,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9142857142857143,0.9411764705882353,0.07424497604370117,0.0744321346282959,0.07320451736450195,0.07474708557128906,0.07452273368835449,0.07394552230834961,0.07439589500427246,0.07426142692565918,0.07483124732971191,0.0745081901550293
16,219,svmrbf,0.9817351598173516,0.9771689497716894,0.9771689497716894,0.9726027397260274,0.9817351598173516,0.9771689497716894,0.9634703196347032,0.9726027397260274,0.9726027397260274,0.9726027397260274,0.8857142857142857,0.8857142857142857,0.9428571428571428,0.8285714285714286,0.8857142857142857,0.9714285714285714,0.9714285714285714,0.9428571428571428,0.9714285714285714,0.9117647058823529,0.09633159637451172,0.09694600105285645,0.09497427940368652,0.09609317779541016,0.09579753875732422,0.0963134765625,0.09576630592346191,0.09555292129516602,0.09540081024169922,0.09545016288757324
17,251,svmrbf,0.9840637450199203,0.9800796812749004,0.9800796812749004,0.9800796812749004,0.9840637450199203,0.9800796812749004,0.9721115537848606,0.9840637450199203,0.9800796812749004,0.9800796812749004,0.8857142857142857,0.9142857142857143,0.9714285714285714,0.8285714285714286,0.8571428571428571,0.9714285714285714,1.0,0.9714285714285714,0.9714285714285714,0.9411764705882353,0.12187385559082031,0.12251472473144531,0.11972928047180176,0.12132453918457031,0.12032699584960938,0.12092947959899902,0.11960029602050781,0.12035489082336426,0.12031412124633789,0.11919450759887695
18,282,svmrbf,0.9858156028368794,0.9858156028368794,0.9822695035460993,0.9787234042553191,0.9858156028368794,0.9822695035460993,0.9822695035460993,0.9893617021276596,0.9822695035460993,0.9822695035460993,0.8571428571428571,0.9142857142857143,1.0,0.8571428571428571,0.9142857142857143,0.9714285714285714,1.0,0.9428571428571428,0.9714285714285714,0.9705882352941176,0.14708185195922852,0.14962005615234375,0.1476120948791504,0.14810633659362793,0.14768362045288086,0.14720845222473145,0.14751100540161133,0.1488499641418457,0.14595794677734375,0.14751219749450684
19,314,svmrbf,0.9872611464968153,0.9872611464968153,0.9840764331210191,0.9840764331210191,0.9872611464968153,0.9840764331210191,0.9840764331210191,0.9840764331210191,0.9840764331210191,0.9840764331210191,0.9428571428571428,0.8857142857142857,1.0,0.9142857142857143,0.9428571428571428,1.0,1.0,0.9428571428571428,0.9428571428571428,0.9705882352941176,0.1754465103149414,0.18043255805969238,0.17514538764953613,0.17633438110351562,0.17608189582824707,0.17502403259277344,0.17716503143310547,0.17699122428894043,0.1751880645751953,0.17874360084533691
20,31,lr,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.8571428571428571,0.9142857142857143,0.8285714285714286,0.9142857142857143,0.8,0.8857142857142857,0.8857142857142857,0.9142857142857143,0.9117647058823529,0.030451297760009766,0.03146219253540039,0.031679630279541016,0.03149247169494629,0.02926778793334961,0.02913665771484375,0.02881026268005371,0.029626131057739258,0.028874874114990234,0.027384519577026367
21,62,lr,0.9838709677419355,0.9838709677419355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8857142857142857,0.8285714285714286,0.8285714285714286,0.8285714285714286,0.9142857142857143,0.7714285714285715,0.8,0.9428571428571428,0.8285714285714286,0.7941176470588235,0.02801799774169922,0.030127525329589844,0.028340816497802734,0.0283660888671875,0.028594970703125,0.028978824615478516,0.028579235076904297,0.02855086326599121,0.028487682342529297,0.028390884399414062
22,94,lr,1.0,0.9893617021276596,1.0,0.9893617021276596,0.9893617021276596,0.9893617021276596,0.9893617021276596,0.9893617021276596,0.9893617021276596,0.9893617021276596,0.8857142857142857,0.8571428571428571,0.8285714285714286,0.8857142857142857,0.9142857142857143,0.9142857142857143,0.9142857142857143,0.9428571428571428,0.8571428571428571,0.8529411764705882,0.02911663055419922,0.03128528594970703,0.03298068046569824,0.03368997573852539,0.033423423767089844,0.03348278999328613,0.033388614654541016,0.03352856636047363,0.03341221809387207,0.033292531967163086
23,125,lr,0.992,0.992,1.0,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.9142857142857143,0.7714285714285715,0.7714285714285715,0.8285714285714286,0.9142857142857143,0.8571428571428571,0.9142857142857143,0.9142857142857143,0.9428571428571428,0.8529411764705882,0.03352212905883789,0.033882856369018555,0.03334689140319824,0.03344392776489258,0.033431053161621094,0.033412933349609375,0.033388614654541016,0.03366398811340332,0.03368544578552246,0.03356671333312988
24,157,lr,0.9936305732484076,0.9936305732484076,1.0,1.0,0.9936305732484076,0.9936305732484076,0.9936305732484076,0.9936305732484076,0.9936305732484076,0.9936305732484076,0.9142857142857143,0.9428571428571428,0.8857142857142857,0.8857142857142857,0.8857142857142857,0.8571428571428571,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.8529411764705882,0.0344538688659668,0.035187482833862305,0.035681962966918945,0.0348970890045166,0.03615236282348633,0.03505992889404297,0.03493857383728027,0.0353693962097168,0.0348515510559082,0.03487253189086914
25,188,lr,0.9946808510638298,0.9946808510638298,1.0,0.9946808510638298,0.9946808510638298,0.9946808510638298,0.9946808510638298,0.9946808510638298,0.9946808510638298,0.9946808510638298,0.9142857142857143,0.8857142857142857,0.8857142857142857,0.8857142857142857,0.9142857142857143,0.8571428571428571,0.9428571428571428,0.9428571428571428,0.9142857142857143,0.8823529411764706,0.037474870681762695,0.03854036331176758,0.03666567802429199,0.0393376350402832,0.03926277160644531,0.03636741638183594,0.039072513580322266,0.038843631744384766,0.03911423683166504,0.038756370544433594
26,219,lr,0.9954337899543378,0.9954337899543378,1.0,0.9954337899543378,0.9954337899543378,0.9954337899543378,0.9954337899543378,0.9954337899543378,0.9954337899543378,0.9954337899543378,0.8857142857142857,0.9142857142857143,0.8857142857142857,0.9142857142857143,0.9142857142857143,0.9428571428571428,0.9714285714285714,0.9428571428571428,0.9428571428571428,0.9117647058823529,0.04011034965515137,0.03946828842163086,0.04345440864562988,0.04177236557006836,0.04131960868835449,0.04213690757751465,0.0436253547668457,0.03913378715515137,0.039066314697265625,0.03926515579223633
27,251,lr,0.9960159362549801,0.9960159362549801,1.0,0.9960159362549801,0.9960159362549801,0.9960159362549801,0.9960159362549801,0.9960159362549801,0.9960159362549801,0.9960159362549801,0.9142857142857143,0.9142857142857143,0.9142857142857143,0.8857142857142857,0.9142857142857143,0.9428571428571428,1.0,0.9428571428571428,0.9428571428571428,0.9117647058823529,0.04439234733581543,0.04105401039123535,0.0436558723449707,0.04188227653503418,0.04407501220703125,0.0414128303527832,0.043816566467285156,0.0415494441986084,0.04275965690612793,0.042243242263793945
28,282,lr,0.9964539007092199,0.9964539007092199,1.0,0.9964539007092199,0.9964539007092199,0.9964539007092199,0.9964539007092199,0.9964539007092199,0.9964539007092199,0.9964539007092199,0.9142857142857143,0.9142857142857143,0.9428571428571428,0.8857142857142857,0.9142857142857143,0.9428571428571428,1.0,0.9142857142857143,0.9428571428571428,0.9117647058823529,0.046556711196899414,0.04752326011657715,0.04683518409729004,0.04774308204650879,0.04540729522705078,0.043454885482788086,0.04617452621459961,0.04602193832397461,0.04700112342834473,0.04670572280883789
29,314,lr,0.9968152866242038,0.9968152866242038,1.0,1.0,0.9968152866242038,0.9968152866242038,0.9968152866242038,0.9968152866242038,0.9968152866242038,0.9968152866242038,0.9714285714285714,0.9428571428571428,0.9428571428571428,0.9714285714285714,0.9428571428571428,0.9714285714285714,0.9714285714285714,0.9428571428571428,0.9428571428571428,0.9117647058823529,0.05687236785888672,0.05255842208862305,0.05662274360656738,0.057889699935913086,0.05340170860290527,0.05373835563659668,0.05722546577453613,0.05321025848388672,0.05418658256530762,0.05372881889343262
30,31,mlp,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.8857142857142857,0.9142857142857143,0.8857142857142857,0.8571428571428571,0.8571428571428571,0.8285714285714286,0.8571428571428571,0.8285714285714286,0.8235294117647058,0.48453783988952637,0.429396390914917,0.4274020195007324,0.4268169403076172,0.4292452335357666,0.4305877685546875,0.4263482093811035,0.4265456199645996,0.4296743869781494,0.42616844177246094
31,62,mlp,1.0,0.9838709677419355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.8285714285714286,0.8857142857142857,0.9428571428571428,0.9142857142857143,0.8857142857142857,0.9428571428571428,0.9428571428571428,0.8857142857142857,0.8529411764705882,0.5132088661193848,0.48840951919555664,0.5390052795410156,0.5457265377044678,0.5412125587463379,0.5397613048553467,0.538834810256958,0.5382723808288574,0.5368726253509521,0.5371654033660889
32,94,mlp,0.9893617021276596,0.9893617021276596,1.0,0.9893617021276596,0.9893617021276596,0.9893617021276596,0.9893617021276596,0.9893617021276596,0.9893617021276596,0.9893617021276596,0.8857142857142857,0.8571428571428571,0.9142857142857143,0.9714285714285714,0.9142857142857143,0.9428571428571428,0.9142857142857143,0.9428571428571428,0.9142857142857143,0.9117647058823529,0.5619626045227051,0.5217037200927734,0.6174020767211914,0.544276237487793,0.5708119869232178,0.5481290817260742,0.5423789024353027,0.5402190685272217,0.5401794910430908,0.5404269695281982
33,125,mlp,0.992,0.992,1.0,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.8857142857142857,0.8571428571428571,0.9142857142857143,0.9142857142857143,0.9142857142857143,0.9142857142857143,0.9714285714285714,1.0,0.9142857142857143,0.9117647058823529,0.598322868347168,0.5684659481048584,0.6776976585388184,0.5825543403625488,0.6420257091522217,0.6420326232910156,0.639354944229126,0.6393356323242188,0.6428899765014648,0.6374270915985107
34,157,mlp,0.9936305732484076,0.9936305732484076,1.0,0.9936305732484076,0.9936305732484076,0.9936305732484076,0.9936305732484076,0.9936305732484076,0.9936305732484076,0.9936305732484076,0.8571428571428571,0.8857142857142857,0.9142857142857143,0.9142857142857143,0.8857142857142857,0.9428571428571428,1.0,0.9714285714285714,0.8571428571428571,0.9117647058823529,0.6726226806640625,0.6462798118591309,0.7424659729003906,0.6614842414855957,0.6889438629150391,0.703622579574585,0.7004187107086182,0.6987857818603516,0.6976773738861084,0.698028564453125
35,188,mlp,0.9946808510638298,0.9946808510638298,1.0,0.9946808510638298,0.9946808510638298,0.9946808510638298,0.9946808510638298,0.9946808510638298,0.9946808510638298,0.9946808510638298,0.8571428571428571,0.8285714285714286,0.9428571428571428,0.9142857142857143,0.8571428571428571,0.9142857142857143,0.9714285714285714,0.9714285714285714,0.8857142857142857,0.9411764705882353,0.7189371585845947,0.693554162979126,0.8225224018096924,0.7232108116149902,0.7413713932037354,0.7439162731170654,0.7555549144744873,0.7549700736999512,0.7567989826202393,0.7535121440887451
36,219,mlp,0.9954337899543378,0.9954337899543378,1.0,0.9954337899543378,0.9954337899543378,0.9954337899543378,0.9954337899543378,0.9954337899543378,0.9954337899543378,0.9954337899543378,0.9142857142857143,0.8571428571428571,0.9428571428571428,0.9142857142857143,0.9428571428571428,0.9714285714285714,0.9714285714285714,1.0,0.9428571428571428,0.9117647058823529,1.0432720184326172,0.9917376041412354,1.1932275295257568,0.9989030361175537,1.0975170135498047,1.102426528930664,0.947808027267456,0.9164981842041016,0.916285514831543,0.9417803287506104
37,251,mlp,0.9960159362549801,0.9960159362549801,1.0,0.9960159362549801,0.9960159362549801,0.9960159362549801,0.9960159362549801,0.9960159362549801,0.9960159362549801,0.9960159362549801,0.9142857142857143,0.9142857142857143,0.9428571428571428,0.8857142857142857,0.9428571428571428,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.8529411764705882,0.9517273902893066,0.9410910606384277,1.0814597606658936,0.9498252868652344,0.9841082096099854,1.0230677127838135,0.9453167915344238,0.9118142127990723,0.8881957530975342,0.8863410949707031
38,282,mlp,0.9964539007092199,0.9964539007092199,1.0,0.9964539007092199,0.9964539007092199,0.9964539007092199,0.9964539007092199,0.9964539007092199,0.9964539007092199,0.9964539007092199,0.9142857142857143,0.9142857142857143,0.9428571428571428,0.9714285714285714,0.9428571428571428,1.0,0.9714285714285714,0.9428571428571428,0.9714285714285714,0.9411764705882353,0.9823074340820312,0.9534738063812256,1.0865252017974854,0.9389958381652832,1.00355863571167,0.9910006523132324,0.9715416431427002,0.9395694732666016,0.9297022819519043,0.8917160034179688
